Customer ID,Loan Sanction Amount (USD)
C-6241,97248.27348130548
C-3386,5964.851517816365
C-44010,36915.353667036165
C-38450,38731.97065347206
C-5233,31259.484652421525
C-29556,20761.601051321428
C-8420,101989.67025098315
C-15978,11147.519926550653
C-34580,19906.163559811015
C-31624,78593.41143401849
C-26269,33009.763412376924
C-22174,14703.93881255298
C-39257,81470.59397807016
C-461,9324.516456901853
C-19987,14808.988166043942
C-22313,58666.5937883764
C-36169,26355.220541975898
C-27644,14742.555792385916
C-2735,1005.6520321142889
C-15015,34723.42224014268
C-37397,20788.579301642516
C-45699,11455.949276958592
C-20783,60213.48520794857
C-17847,-624.3893356357876
C-38305,-1755.5024891404319
C-6907,3564.155762409413
C-7342,100649.7163559192
C-7045,-7011.463045530021
C-13221,63309.306413743296
C-34726,16229.339302281325
C-35426,59806.436697125784
C-43748,66071.20076355117
C-2888,25131.289507655805
C-32967,34109.19257881073
C-30265,87375.1005872396
C-13304,106705.56744863177
C-17380,62292.780101902725
C-1417,44477.96928837767
C-21679,42691.66842891724
C-31369,115276.01125137284
C-18618,-98.57377359968086
C-15173,28026.99474598185
C-25409,85928.50732984551
C-22695,80593.06376753876
C-7870,92472.78316735479
C-35059,98398.70064030623
C-19262,60487.497500069
C-10179,34486.6041146862
C-10978,27210.41604944039
C-45858,18843.75931746961
C-8194,36182.152664303256
C-9392,48693.694539031945
C-49795,16043.781804318569
C-23829,30331.878714211547
C-28834,8444.363822115381
C-45277,50479.89145935705
C-11440,21276.759262646723
C-10158,31649.838989292708
C-46131,23801.4808185664
C-27846,34320.71109202411
C-12099,33777.370828367246
C-7556,42349.05113406485
C-36717,56934.93389340778
C-6230,16225.058394080232
C-26450,60832.65118061166
C-42638,41483.41250711749
C-40852,74440.11601766871
C-48264,9294.533137478895
C-25725,38294.57954874728
C-1251,28219.843026691902
C-38116,63279.798768651875
C-33330,55458.2006645168
C-28034,40070.51839570634
C-15275,37874.94051629273
C-18947,58711.99752970997
C-45711,39017.66182572057
C-39206,69818.33939368583
C-2536,39376.41352708117
C-45427,118749.99836659775
C-34637,28235.215668171557
C-8357,9493.06361190413
C-15199,84269.40297387919
C-42345,31318.50629189145
C-15973,72062.93903238288
C-778,-2555.148780087373
C-18961,12544.479353341769
C-31944,60638.25508395868
C-49215,22444.97950052342
C-15736,19386.071366929275
C-39719,50120.33536830341
C-21669,92641.22336727832
C-12666,87397.63132061443
C-108,48020.35989137515
C-28294,45253.504841168906
C-931,36886.16444684885
C-46269,69477.54964355062
C-21864,38039.00666099184
C-40951,24051.383145077678
C-17344,40178.665873244114
C-30471,23814.53008951625
C-6151,21355.674842975306
C-49031,21006.33252605403
C-21146,25649.91538088559
C-9283,3788.2709292378568
C-38375,-212.92276116929133
C-37722,68064.73315144179
C-39145,74963.98551654181
C-7771,107019.75881492163
C-14611,38930.870253471425
C-3433,53201.24093774852
C-47000,162370.09726962543
C-38783,94648.48575567029
C-25384,42305.46869481556
C-27444,78164.9163720737
C-20567,53511.04829373627
C-19163,149050.98728678035
C-7784,24335.38520991089
C-42195,84217.61041397133
C-15641,51635.93798205655
C-45148,56244.60354483119
C-49786,63885.61593295695
C-43483,130839.82565445392
C-31900,41377.54373787044
C-7955,12522.697785405413
C-49917,99720.63656835695
C-20928,110715.95195312041
C-32586,86625.90573021484
C-8832,2075.545603963081
C-37974,24871.384018874523
C-11184,100954.06418200358
C-27932,21941.259823773027
C-22581,59109.478969422315
C-17470,63129.39018080727
C-35562,-514.123823287664
C-21391,14632.6128548962
C-2036,63403.12124172077
C-487,31954.239837553847
C-49534,64858.55432907812
C-27793,102538.55050026564
C-47718,12216.077580749377
C-28840,13272.92633267626
C-36903,156939.94443350725
C-12478,33270.90535780619
C-5497,66137.77049112305
C-19291,22406.315022845112
C-37414,99024.58012371842
C-27189,44331.647848985536
C-23974,33609.54718116138
C-37756,25337.443664361374
C-6994,3534.530058189179
C-26676,-6962.60188881708
C-18336,22190.69261825405
C-39249,38462.042942411936
C-46594,63016.49793362265
C-46668,53074.27672868117
C-31182,25637.172310322436
C-33649,-1567.7583720950643
C-795,23305.746570908377
C-41864,17170.301876564714
C-27099,146084.5373853698
C-13217,3955.213849879423
C-27941,28321.945769173355
C-26999,35359.15429316863
C-19798,52814.071907331585
C-872,10850.590331895859
C-42696,82448.89766633484
C-4207,23983.756862582522
C-5977,23899.385514082533
C-37417,62216.77263102564
C-27520,83431.15620400937
C-28968,54272.065166433225
C-7218,101212.67201192759
C-9926,121961.1414108552
C-6283,5474.384994009772
C-28564,159881.51853385396
C-7458,35032.290536124696
C-23936,51947.37965657725
C-15056,31793.958260887797
C-48332,55376.063085587986
C-5285,76250.69502400575
C-22261,17653.070837162202
C-6649,53247.91320461017
C-39775,64720.91495122129
C-16672,-5662.042835320055
C-22949,34182.68560390058
C-33264,66645.51347305052
C-18411,2690.140059731377
C-2981,7980.156252759596
C-25486,14344.761966871738
C-20743,61521.46916702346
C-43852,90409.923323089
C-33935,79988.79826943044
C-12280,208586.05676032518
C-7324,18460.705679944804
C-10229,48185.14988608766
C-29096,65646.62208701862
C-7146,54829.66095116839
C-48092,-6797.54593417031
C-7802,-694.576785086043
C-41995,61937.72596256793
C-24558,-4027.0254071671225
C-41069,51482.99263842797
C-49771,17710.029782881407
C-14429,38716.756195792346
C-36459,47124.059752676665
C-595,21430.3974254583
C-37861,34781.04127493093
C-5702,44571.85353153266
C-48665,26801.81073757852
C-44788,8524.59335206516
C-41968,67415.57210692819
C-28021,11818.220421152713
C-49046,132957.81101479288
C-48198,67670.55971886736
C-2224,23001.716652574192
C-29812,15966.357726349612
C-28119,12099.585029825976
C-33458,20673.389651272562
C-31298,29219.2424144682
C-42213,48325.686791980406
C-45134,494.063736501892
C-18790,53474.11688375709
C-8651,33628.40324165244
C-34551,89530.82028484598
C-46838,145569.0439997403
C-45834,95442.63645042569
C-23656,49384.112567569246
C-35479,48230.65580392696
C-9171,103625.51706654928
C-32795,124290.84023602956
C-39761,7816.022387079982
C-6842,40231.02434048272
C-1477,129261.56035502214
C-29391,19227.997558277304
C-36372,45879.980255712784
C-3050,-1950.0423391979566
C-24135,-7164.396846315707
C-17657,92081.87403658518
C-22379,61642.84033983215
C-48251,44549.88597135522
C-47996,6295.7495926783595
C-46600,21310.480605108547
C-24183,22864.959109312767
C-39134,151426.78534040033
C-3569,54451.5020827672
C-44734,-4015.570943637431
C-26917,34787.662830025365
C-43369,143793.08684248748
C-16973,67872.20918677238
C-10007,31966.65411460155
C-45821,24699.82699964801
C-22286,23779.971649853163
C-26486,34845.01418892961
C-4785,83809.31316407584
C-41874,37427.088349947095
C-40217,156743.5140878211
C-21423,41246.005453508435
C-42449,20327.016965113464
C-34243,79528.90389382036
C-3917,124309.8631751393
C-33066,71067.12166963742
C-2723,23929.698009246436
C-8412,84023.10654423048
C-9722,14573.482708184049
C-38320,27786.4285695969
C-29676,1792.9674347716355
C-27298,35433.396307795396
C-31654,28169.59971060691
C-13695,9100.941810433636
C-25086,-3532.4222481438046
C-44465,1116.7863358199247
C-21654,60456.61755387849
C-41060,69861.92473523799
C-49595,57094.164258488716
C-6280,92408.1192252578
C-14434,28682.76539872904
C-35331,35528.6627949714
C-22482,59617.2834729022
C-39569,26151.704673273343
C-7791,70277.40683380136
C-41802,146205.55106306155
C-39667,29151.493121414154
C-12376,35204.13136023146
C-40906,87154.13942007266
C-38890,24409.6442015231
C-37476,56661.63215986997
C-44946,75669.44380450863
C-44451,12279.517813973856
C-37113,147951.14665765155
C-29497,17239.42228203939
C-19756,2568.444837529154
C-10272,8298.612027702446
C-32834,99403.52170773497
C-23725,65041.6928398899
C-10753,17671.32593023908
C-17104,18775.45013901606
C-19153,38889.91610140467
C-17340,14221.291677681875
C-43187,140172.62116397885
C-49532,21655.247446224792
C-9014,49899.73968227804
C-19519,64593.605376265885
C-46047,53945.8439968575
C-32269,2300.9417297987384
C-808,8692.152181273734
C-25924,38363.010279832786
C-39832,56473.43831354295
C-9670,60170.6146906286
C-44243,50265.54349936306
C-32273,-3204.201356133577
C-38474,77415.49240008087
C-3098,118157.95319730596
C-1113,104775.98943272347
C-48460,30469.723146241944
C-14158,-5122.731911612427
C-16411,120189.83378834967
C-26187,103656.04941653297
C-47185,61731.45069761024
C-5417,41322.187813660596
C-43392,10453.91732602418
C-13685,182413.14099025508
C-18903,23633.599045208568
C-44156,-448.13487724831793
C-28524,11014.262014885055
C-5184,39875.76644826311
C-45033,59271.723796150385
C-45354,96821.1527814614
C-41123,37739.58247889631
C-14213,-1484.314161291797
C-6888,31423.284997226845
C-14104,-5192.371137301583
C-2495,18199.483240867383
C-17057,107744.08084237864
C-5005,48554.40768073345
C-41297,44249.14224508623
C-42963,712.082909327044
C-23251,18820.204729814257
C-23970,11920.406367500836
C-40714,120126.37947041844
C-38859,79352.33888364298
C-7112,58112.51202443123
C-18928,28311.356095893425
C-29862,81543.6689237814
C-30212,30558.968433009635
C-15021,70487.40084706992
C-7476,38445.990085792175
C-41600,16222.411238961591
C-32173,34139.5595949768
C-38518,46046.6210595429
C-38801,62052.59371275309
C-1784,80166.10493636571
C-24927,119449.31302586704
C-39547,64071.173911202495
C-43215,62989.51612174805
C-23422,608.4298345126299
C-37723,43088.262252207525
C-29178,75079.70376972342
C-19008,101305.7775330673
C-5849,79301.36887016919
C-6004,61528.947391655354
C-23104,11136.474445196829
C-24882,44589.09000359566
C-43468,326.6490479632048
C-35132,85234.17802494246
C-42580,145955.92208218432
C-11578,14620.908407052688
C-8678,13489.073383932759
C-19927,70828.95416374705
C-30508,36960.35604067781
C-44874,26258.950081311836
C-30186,42724.326520161325
C-10760,9073.923064928385
C-26481,77068.18049269647
C-46111,23986.6115202934
C-32145,89777.15043778569
C-32092,25600.796896933258
C-5752,67911.47288892203
C-16382,57011.58742545167
C-28591,102570.53356296581
C-44846,55810.17348018667
C-2932,43326.19174981341
C-36463,125405.87578776747
C-27695,49453.38793006801
C-40748,68655.63046909429
C-29783,103556.82366102215
C-49739,6540.625244316267
C-14812,45386.46323668497
C-17082,29138.523031367164
C-7455,100977.28435302741
C-19358,28703.260302364186
C-19549,22829.740141474293
C-2666,22942.707234862813
C-18984,72071.11742728244
C-13649,12167.161287876777
C-33798,28374.563760871766
C-10307,61501.68453170048
C-35501,25230.245212233247
C-8935,51364.10465984774
C-26153,13844.991853867745
C-4606,50131.46324383968
C-18360,24166.763019253092
C-39333,15391.382400534058
C-12426,83062.62868555394
C-6408,52407.94753790315
C-28868,1291.1087614159333
C-42593,33212.17194820856
C-31808,79837.37113553044
C-32004,55021.51989940455
C-32204,31151.25874182608
C-12801,81745.69224973355
C-25815,46518.902228200954
C-22768,37644.368903904746
C-32048,44574.9913467773
C-19658,27700.373237768334
C-26891,2215.7200095196604
C-40188,674.6436783628742
C-25433,14699.05975991406
C-10378,51957.982832112815
C-31318,126373.52311303132
C-15344,13475.386542340188
C-22888,9259.758549771883
C-43034,17944.005101701216
C-19211,51858.51049833131
C-10432,46193.79319449735
C-22014,13651.99557216969
C-18211,67835.12714824866
C-23968,17996.698644684628
C-48530,38599.17627859386
C-28054,1283.9068156344438
C-2058,6167.805603715184
C-34942,93096.55842732344
C-530,51295.74766908231
C-38117,15392.884787482006
C-20913,27117.317950011726
C-47070,70250.83758344367
C-26019,24781.359078372567
C-28532,57441.0225983898
C-46716,60143.48368281091
C-39327,39545.525800689094
C-7240,27819.204134398402
C-37949,153438.93199300385
C-2195,146247.1245088276
C-3355,73991.2405003212
C-19733,57498.30154734693
C-34255,68403.56278737637
C-49287,667.6205282464798
C-32256,81803.5475758616
C-22180,30781.091703709884
C-5193,47292.0030855856
C-38427,121929.67649034137
C-44886,133598.6523358271
C-3791,38002.103806960105
C-32566,50809.99839694571
C-15243,43025.31744812147
C-5240,40868.95046725887
C-49218,59619.30157877694
C-25534,-4137.06709623152
C-47239,6585.9891316161375
C-8774,22908.05960464847
C-16520,111780.54089949175
C-20311,87628.330018565
C-3650,-350.74200895069225
C-18558,37204.18308264876
C-14820,127473.95359444161
C-34556,102781.12066362961
C-43883,106579.31841899981
C-40653,35811.35486045704
C-47621,23135.405395589158
C-49147,57856.27011286476
C-440,124908.1967973565
C-11354,17465.67091392458
C-15107,42152.87310345977
C-24501,45541.68791328522
C-28551,34345.33403616812
C-28773,31426.86222705868
C-36617,123344.3375808968
C-28244,-2639.0107411336066
C-41307,107360.15936763975
C-832,42156.756798524206
C-8287,9580.164694638137
C-41225,89805.55856386191
C-13965,43223.7156323666
C-6491,65557.90400740309
C-10751,25085.31931650458
C-27955,12678.489883417118
C-29401,21418.74349472756
C-40588,24138.338101652334
C-41993,15722.205333693506
C-37136,119073.48940688456
C-41702,51027.786178704235
C-37634,27950.47852209941
C-7102,6221.393447052571
C-32351,5000.11629390149
C-17461,44825.78837465178
C-2675,17312.546590742742
C-34452,95375.12639201179
C-35202,50875.87693059558
C-35085,136113.33086613144
C-25301,25123.276147003606
C-18247,-2749.893438545725
C-26468,22435.705651790864
C-39744,65370.29872138135
C-39530,38220.7175858797
C-15276,35694.845227910904
C-27599,87850.83710368161
C-16294,101776.67816513247
C-45920,79262.92194100103
C-42972,52020.87841980491
C-35739,3030.7716661730665
C-48070,13002.718641754735
C-20738,69442.76197547946
C-20164,16190.586459069862
C-35798,77841.59833481818
C-36931,45154.30496916713
C-40067,55241.9661621899
C-7033,324.30155223690963
C-2919,43335.48976338125
C-92,18454.908132105338
C-10068,89506.10527457498
C-30148,102255.8744642961
C-6804,866.0739609989396
C-41739,91559.25351370082
C-26448,11377.775458967168
C-5100,43434.25612286787
C-6401,125882.92012190251
C-14665,44492.942716210324
C-3315,36510.39889216397
C-20983,40638.53820934595
C-32947,40203.486767553375
C-13518,52598.00098906891
C-46708,50855.97747018401
C-6592,143650.88123226105
C-12364,30195.427034734283
C-46390,111867.1442898454
C-7318,44739.58393629029
C-12943,23135.059588433098
C-2883,58118.089650733746
C-25283,24516.15451340645
C-1618,-13597.390238997032
C-1271,-1673.158482125349
C-40127,69304.14647191341
C-36317,25900.49369689406
C-48952,51798.339052488795
C-29240,76560.52138235242
C-25093,2070.6123144368466
C-12384,39670.955738007266
C-34319,19438.197063220287
C-47779,57401.517729767715
C-12945,55389.10905655415
C-36060,18530.627983553888
C-5616,3398.0415671078663
C-41883,60021.83972637844
C-9039,49413.6408090817
C-25362,89264.27418632517
C-13744,57931.63162660727
C-25047,142339.82299668665
C-13036,94070.25302141422
C-36276,4319.671483488957
C-2811,-3364.682999046243
C-21717,105931.12846967168
C-46988,23341.12278774209
C-48564,25552.405323238985
C-24260,40960.81365525085
C-39925,23366.569791379618
C-16917,97778.2910864189
C-27996,-887.3561661939602
C-37659,42769.75547394474
C-15746,107543.99886473734
C-46465,28074.396169687796
C-40197,33266.96612366408
C-39307,111487.61794222679
C-23902,29931.877706971107
C-19873,13620.640659708064
C-47956,40366.052184611675
C-13273,6391.912081812276
C-48337,89349.42665796186
C-19271,30285.45830161785
C-37094,69703.453654766
C-684,63195.02216722589
C-24481,18154.811104799563
C-12590,79968.19737870549
C-25151,54521.63375642453
C-17381,81583.85592694388
C-38274,39766.39599923752
C-1011,68090.53644087989
C-1000,96614.85955692182
C-20171,29524.468902378605
C-17936,125947.14440753066
C-44657,5615.595027736941
C-41222,81386.29806775897
C-42705,50241.3957054099
C-36949,104911.64785830694
C-17725,43451.201869193785
C-41035,24722.69509556354
C-2207,77891.61380481717
C-11404,48800.0299100462
C-1537,2773.5713353917818
C-49111,99150.27112210431
C-39701,54537.25334380305
C-14555,23763.38307024556
C-23018,48746.78802415429
C-26076,60875.55846438458
C-1292,72349.74473371476
C-33809,15093.793595296389
C-34753,2530.0087171173072
C-30028,65970.21337070022
C-33662,54727.94088394585
C-11938,32453.0038052187
C-15030,83766.1722388324
C-25693,118328.17523740602
C-39706,25934.847155564494
C-49830,33973.42457223739
C-1215,44369.66443735748
C-22515,7256.434748779982
C-34267,43113.041579380224
C-31199,19436.910945837968
C-46236,18713.738335800474
C-16259,27485.692432846437
C-2730,39623.786940906866
C-17938,76649.6689034494
C-41242,61925.27371808671
C-378,37650.04710623066
C-15648,42206.52455126884
C-48043,73145.69465894683
C-3027,110785.92912514589
C-43249,16857.865958424518
C-26632,2401.935491636177
C-16859,68156.24959227728
C-23573,109866.22146608224
C-21886,-2943.7406547783467
C-31479,63581.824269231176
C-37999,65326.539929435996
C-45817,69289.12013537198
C-19011,16041.09506326192
C-36365,13291.283608805563
C-7416,45213.570399753604
C-677,21797.222282075963
C-10599,7022.217335641297
C-1103,18730.940553647233
C-44906,69804.46390745768
C-16804,53786.22928351004
C-38012,47676.929931078485
C-13987,156185.46589957885
C-19544,87964.06164559725
C-3349,27082.625151755492
C-38961,33474.99443509721
C-38259,4344.899197607796
C-3666,5043.204681190255
C-36638,54072.79799373544
C-18230,159630.61217962435
C-11076,46367.03227515385
C-31226,40215.60959536102
C-9312,17445.356869409763
C-10276,82238.0478766713
C-44905,6054.245603859221
C-33369,75202.85700790136
C-34166,31026.711820260884
C-45310,83355.88842578701
C-30527,100300.06978136956
C-4627,1631.5705143951345
C-38353,121099.17355215727
C-4974,83295.76493227037
C-32095,-6485.441765258249
C-13549,15036.303696482879
C-43862,50126.49690043775
C-6688,88387.77284747336
C-5382,49550.534890420415
C-36550,50605.02249491165
C-721,51980.83507572586
C-1325,110013.07886571271
C-21418,114097.30817662636
C-33431,26530.66796372339
C-25465,132.51868460784317
